"","Gene","Marker_ID","Gene_ID","b1","b1_p","bonf_p","eChr","ePos","Probe","mChr","mPos","strand","dist"
"525127","OTX1",196729,9376,5.238,8.07e-11,7.28026173e-05,2,63277936,"cg07974511",2,63283013,1,5077
"525128","OTX1",196732,9376,7.76,6.15e-10,0.000554815485,2,63277936,"cg07938743",2,63283939,1,6003
"525129","OTX1",196741,9376,5.994,4.25e-10,0.000383409075,2,63277936,"cg17145370",2,63285097,1,7161
"525130","OTX1",196749,9376,3.861,5.38e-10,0.000485350782,2,63277936,"cg11536474",2,63286049,1,8113
"525615","OXNAD1",235092,11351,-2.086,2.6e-10,0.00023455614,3,16306666,"cg16456087",3,16343197,1,36531
"525880","P2RX5",144782,6604,-14.057,4.87e-08,0.0439341693,17,3576521,"cg02212339",17,3493666,-1,82855
"527559","PACS1",66183,3085,-2.291,4.84e-12,4.36635276e-06,11,65837823,"cg25034557",11,65838645,1,822
"527945","PADI2",7060,203,3.846,1.94e-08,0.0175014966,1,17393255,"cg10432422",1,17475819,-1,-82564
"528266","PAFAH1B3",182940,8609,-4.019,1.25e-09,0.00112767375,19,42801184,"cg22754179",19,42901115,-1,-99931
"528918","PAK4",181700,8521,1.244,3.97e-08,0.0358149183,19,39616419,"cg02863073",19,39694831,1,78412
"528940","PAK4",181699,8521,1.125,2.65e-09,0.00239066835,19,39616419,"cg22290648",19,39694709,1,78290
"529000","PALB2",132819,6090,1.438,9.16e-09,0.00826359324,16,23614482,"cg05131483",16,23706242,-1,-91760
"529379","PANK1",45291,2187,-4.613,2.85e-09,0.00257109615,10,91339253,"cg18222926",10,91351227,-1,-11974
"529923","PAOX",53929,2469,-1.64,4.55e-08,0.0410473245,10,135192740,"cg14607011",10,135171746,1,-20994
"530031","PAOX",53931,2469,-2.368,1.51e-08,0.0136222989,10,135192740,"cg09105657",10,135172096,1,-20644
"530187","PAPD7",269505,12929,-2.894,4.09e-08,0.0368974851,5,6714717,"cg12316010",5,6737918,1,23201
"530445","PAPSS2",44982,2167,-4.475,1.08e-08,0.0097431012,10,89419475,"cg19072957",10,89338685,1,-80790
"530446","PAPSS2",44986,2167,-3.406,2.01e-08,0.0181329939,10,89419475,"cg10377144",10,89419177,1,-298
"530457","PAQR4",129982,5936,-6.151,2.48e-09,0.00223730472,16,3019245,"cg16761550",16,3029823,1,10578
"530458","PAQR4",130027,5936,-9.095,1.37e-13,1.23593043e-07,16,3019245,"cg26808293",16,3072207,1,52962
"530459","PAQR4",130030,5936,-4.358,3.51e-09,0.00316650789,16,3019245,"cg21275690",16,3072970,1,53725
"530460","PAQR4",130026,5936,-8.85,4.58e-15,4.13179662e-09,16,3019245,"cg00510447",16,3071608,1,52363
"530464","PAQR4",129973,5936,-26.627,1.42e-10,0.000128103738,16,3019245,"cg04070176",16,3020118,1,873
"530466","PAQR4",130031,5936,-2.849,3.52e-09,0.00317552928,16,3019245,"cg24652919",16,3073191,1,53946
"530468","PAQR4",130029,5936,-10.637,2.22e-08,0.0200274858,16,3019245,"cg27269561",16,3072713,1,53468
"530469","PAQR4",130028,5936,-3.231,2.02e-10,0.000182232078,16,3019245,"cg22776856",16,3072572,1,53327
"530622","PAQR8",301966,14208,-4.129,1.31e-08,0.0118180209,6,52226925,"cg14462645",6,52226698,1,-227
"530913","PARK7",4677,97,-141.528,1.3e-13,1.1727807e-07,1,8021713,"cg08532870",1,8086308,1,64595
"531617","PARP6",122191,5609,-1.828,2.83e-09,0.00255305337,15,72533521,"cg02883230",15,72564263,-1,-30742
"531618","PARP6",122192,5609,-3.225,3.62e-14,3.26574318e-08,15,72533521,"cg10132157",15,72564668,-1,-31147
"531622","PARP6",122193,5609,-2.887,3.57e-11,3.22063623e-05,15,72533521,"cg25274052",15,72565016,-1,-31495
"531625","PARP6",122194,5609,-2.544,3.25e-11,2.93195175e-05,15,72533521,"cg08294267",15,72565024,-1,-31503
"532087","PATL2",118638,5436,-4.764,3.12e-09,0.00281467368,15,44957929,"cg18696027",15,45002597,-1,-44668
"532540","PAX8",202066,9658,-5.282,1.28e-10,0.000115473792,2,113973573,"cg11763394",2,113992921,-1,-19348
"532541","PAX8",202064,9658,-4.657,1.75e-11,1.57874325e-05,2,113973573,"cg21482265",2,113992762,-1,-19189
"532542","PAX8",202070,9658,-4.446,4.17e-10,0.000376191963,2,113973573,"cg07594247",2,113993304,-1,-19731
"532543","PAX8",202072,9658,-3.658,2.37e-09,0.00213806943,2,113973573,"cg21610815",2,113994035,-1,-20462
"532544","PAX8",202071,9658,-4.212,1.25e-09,0.00112767375,2,113973573,"cg17445212",2,113993313,-1,-19740
"532545","PAX8",202069,9658,-4.16,3.06e-11,2.76054534e-05,2,113973573,"cg19083407",2,113993142,-1,-19569
"532546","PAX8",202065,9658,-4.885,2.67e-12,2.40871113e-06,2,113973573,"cg12889195",2,113992843,-1,-19270
"532548","PAX8",202068,9658,-5.456,1.18e-09,0.00106452402,2,113973573,"cg07772999",2,113993052,-1,-19479
"532549","PAX8",202067,9658,-4.942,1.25e-09,0.00112767375,2,113973573,"cg21550016",2,113992930,-1,-19357
"532792","PBX2",295824,13997,1.677,7.63e-09,0.00688332057,6,32152509,"cg24125828",6,32117049,-1,35460
"533727","PC",66703,3111,-6.964,7.3e-10,0.00065856147,11,66615996,"cg11194398",11,66675437,-1,-59441
"533728","PC",66702,3111,-6.235,1.26e-11,1.13669514e-05,11,66615996,"cg23022313",11,66674504,-1,-58508
"535479","PCDHB9",279584,13417,5.695,2.57e-09,0.00231849723,5,140566700,"cg01274907",5,140568075,1,1375
"536131","PCDHGA7",279876,13436,4.275,4.9e-08,0.044204811,5,140762305,"cg19754283",5,140804945,1,42640
"536135","PCDHGA7",279739,13436,3.653,6.39e-09,0.00576466821,5,140762305,"cg27079776",5,140733421,1,-28884
"537567","PCK2",104987,4851,-9.339,1.35e-17,1.21788765e-11,14,24563339,"cg06186808",14,24600901,1,37562
"537568","PCK2",104988,4851,-8.195,2.24e-12,2.02079136e-06,14,24563339,"cg10327980",14,24601001,1,37662
"537902","PCNXL2",33852,1738,9.967,1.86e-09,0.00167797854,1,233119881,"cg25003357",1,233214030,-1,-94149
"538430","PCP4L1",25543,1304,-7.038,1.93e-11,1.74112827e-05,1,161228516,"cg13228041",1,161188921,1,-39595
"538431","PCP4L1",25544,1304,-4.18,8.92e-09,0.00804707988,1,161228516,"cg21451906",1,161192549,1,-35967
"538432","PCP4L1",25545,1304,-4.496,1.06e-08,0.0095626734,1,161228516,"cg23241914",1,161193393,1,-35123
"538506","PCSK4",170875,7889,2.6,1.01e-08,0.0091116039,19,1481426,"cg10094078",19,1467925,-1,13501
"539740","PDCD6",267192,12898,-19.539,5.47e-08,0.0493470033,5,271735,"cg16372103",5,203701,1,-68034
"540338","PDE3B",58832,2688,-8.583,3.01e-10,0.000271543839,11,14665268,"cg27389255",11,14664598,1,-670
"540339","PDE3B",58833,2688,-6.39,2.21e-12,1.99372719e-06,11,14665268,"cg18222865",11,14664689,1,-579
"542919","PDXP",229978,11092,3.66,3.96e-09,0.00357247044,22,38054736,"cg12325455",22,38092876,1,38140
"542936","PDXP",229981,11092,3.556,1.89e-08,0.0170504271,22,38054736,"cg05691152",22,38092978,1,38242
"542938","PDXP",229977,11092,5.144,3.6e-09,0.0032477004,22,38054736,"cg14268632",22,38092830,1,38094
"542939","PDXP",229945,11092,-3.706,1.07e-08,0.0096528873,22,38054736,"cg00323916",22,38057185,1,2449
"542945","PDXP",229976,11092,3.589,2.11e-09,0.00190351329,22,38054736,"cg11540735",22,38092771,1,38035
"542961","PDXP",229979,11092,3.375,2.16e-09,0.00194862024,22,38054736,"cg06644488",22,38092896,1,38160
"542968","PDXP",229946,11092,-3.516,2.19e-11,1.97568441e-05,22,38054736,"cg21798802",22,38057573,1,2837
"543063","PDZD7",47268,2289,-3.667,1.88e-08,0.0169602132,10,102777088,"cg15428620",10,102792835,-1,-15747
"543144","PDZK1",21706,983,-4.097,4.48e-09,0.00404158272,1,145727665,"cg05803361",1,145727320,1,-345
"543146","PDZK1",21705,983,-5.685,1.7e-08,0.015336363,1,145727665,"cg07164556",1,145727247,1,-418
"543495","PECR",209939,10029,4.664,2.41e-10,0.000217415499,2,216903110,"cg01778114",2,216877947,-1,25163
"543503","PECR",209938,10029,5.72,4.41e-08,0.0397843299,2,216903110,"cg21953025",2,216877750,-1,25360
"543608","PEG3",188315,9042,-4.994,3.28e-08,0.0295901592,19,57321444,"cg02793099",19,57350004,-1,-28560
"543965","PEMT",148321,6811,-4.614,2e-17,1.804278e-11,17,17408876,"cg20458835",17,17485085,-1,-76209
"543967","PEMT",148322,6811,-3.713,4.9e-12,4.4204811e-06,17,17408876,"cg21605540",17,17485823,-1,-76947
"543968","PEMT",148324,6811,-6.126,5.44e-19,4.90763616e-13,17,17408876,"cg02295973",17,17486105,-1,-77229
"543969","PEMT",148323,6811,-4.131,2.83e-20,2.55305337e-14,17,17408876,"cg02094018",17,17485934,-1,-77058
"544042","PEPD",179961,8395,-3.06,2.17e-08,0.0195764163,19,33877854,"cg06478085",19,33876779,-1,1075
"544062","PEPD",179971,8395,-3.185,2.99e-12,2.69739561e-06,19,33877854,"cg08695508",19,33893999,-1,-16145
"544892","PEX11A",125035,5756,-4.957,1.86e-08,0.0167797854,15,90224761,"cg01035422",15,90222555,-1,2206
"547479","PFKFB2",30367,1593,-1.917,4.69e-08,0.0423103191,1,207226619,"cg02710090",1,207225128,1,-1491
"548021","PFN2",247577,12004,-3.093,7.66e-09,0.00691038474,3,149682690,"cg01070987",3,149687002,-1,-4312
"552259","PHF21A",61827,2811,3.247,4.89e-08,0.0441145971,11,45950869,"cg24354272",11,45868030,-1,82839
"552746","PHGR1",117633,5360,25.205,4.33e-08,0.0390626187,15,40643233,"cg09655862",15,40697634,1,54401
"553060","PHLDA3",28880,1508,-3.104,4.18e-09,0.00377094102,1,201434621,"cg24935896",1,201431492,-1,3129
"553080","PHLDB1",73183,3439,3.02,8.6e-09,0.0077583954,11,118477212,"cg16806210",11,118398318,1,-78894
"553931","PHTF2",323271,14970,-1.95,4.27e-08,0.0385213353,7,77469446,"cg27457191",7,77429766,1,-39680
"553944","PHYHD1",354553,16538,-7.37,2.19e-13,1.97568441e-07,9,131683173,"cg13613439",9,131683312,1,139
"553945","PHYHD1",354552,16538,-7.68,1.14e-15,1.02843846e-09,9,131683173,"cg14153069",9,131683257,1,84
"555765","PIGV",9524,318,-3.88,1.52e-09,0.00137125128,1,27114453,"cg12136895",1,27108185,1,-6268
"555805","PIGV",9570,318,2.048,1.55e-09,0.00139831545,1,27114453,"cg06720467",1,27189440,1,74987
"555830","PIGV",9567,318,1.902,1.54e-08,0.0138929406,1,27114453,"cg11348165",1,27189270,1,74817
"555836","PIGV",9569,318,1.92,1.03e-10,9.2920317e-05,1,27114453,"cg21950166",1,27189349,1,74896
"555838","PIGV",9571,318,1.75,4.51e-09,0.00406864689,1,27114453,"cg17330303",1,27189648,1,75195
"556616","PIK3CD",5175,110,-6.456,4.64e-11,4.18592496e-05,1,9711789,"cg23098018",1,9775755,1,63966
"556620","PIK3CD",5177,110,-11.301,9.62e-11,8.67857718e-05,1,9711789,"cg11947782",1,9775985,1,64196
"556622","PIK3CD",5178,110,-8.373,3.11e-12,2.80565229e-06,1,9711789,"cg01943221",1,9776133,1,64344
"556651","PIK3CD",5195,110,-4.844,2.58e-10,0.000232751862,1,9711789,"cg04340595",1,9789174,1,77385
"557004","PIK3R5",147202,6756,-3.662,3.75e-08,0.0338302125,17,8782232,"cg18923721",17,8868669,-1,-86437
"558139","PIP5K1C",172377,7945,3.673,2.71e-09,0.00244479669,19,3630178,"cg14938419",19,3595702,-1,34476
"558181","PIP5K1C",172442,7945,2.237,4.06e-10,0.000366268434,19,3630178,"cg05233128",19,3659669,-1,-29491
"558212","PIP5K1C",172443,7945,1.968,3.02e-09,0.00272445978,19,3630178,"cg04801430",19,3659739,-1,-29561
"559735","PKDCC",194644,9296,-2.756,1.75e-09,0.00157874325,2,42275160,"cg13773247",2,42276988,1,1828
"559736","PKDCC",194645,9296,-3.802,1.77e-11,1.59678603e-05,2,42275160,"cg22476504",2,42277840,1,2680
"559737","PKDCC",194646,9296,-5.276,4.35e-09,0.00392430465,2,42275160,"cg21461720",2,42285554,1,10394
"559856","PKMYT1",130028,5937,-3.427,2.04e-08,0.0184036356,16,3022791,"cg22776856",16,3072572,-1,-49781
"559857","PKMYT1",129982,5937,-7.057,2.71e-09,0.00244479669,16,3022791,"cg16761550",16,3029823,-1,-7032
"559858","PKMYT1",130030,5937,-4.967,5.47e-09,0.00493470033,16,3022791,"cg21275690",16,3072970,-1,-50179
"559859","PKMYT1",129959,5937,-21.738,3.08e-08,0.0277858812,16,3022791,"cg04343407",16,3015092,-1,7699
"559860","PKMYT1",130027,5937,-10.672,1.04e-14,9.3822456e-09,16,3022791,"cg26808293",16,3072207,-1,-49416
"559861","PKMYT1",129973,5937,-30.814,8.53e-11,7.69524567e-05,16,3022791,"cg04070176",16,3020118,-1,2673
"559862","PKMYT1",130029,5937,-12.07,3.97e-08,0.0358149183,16,3022791,"cg27269561",16,3072713,-1,-49922
"559863","PKMYT1",130026,5937,-9.7,1.17e-12,1.05550263e-06,16,3022791,"cg00510447",16,3071608,-1,-48817
"560345","PLA2G2C",7751,232,-1.397,5.5e-16,4.9617645e-10,1,20490483,"cg20783674",1,20465855,-1,24628
"560951","PLBD1",79065,3737,-4.157,4.87e-08,0.0439341693,12,14656596,"cg11905611",12,14720974,-1,-64378
"560954","PLBD1",79068,3737,-3.271,4.27e-08,0.0385213353,12,14656596,"cg04473902",12,14721288,-1,-64692
"561046","PLCB2",117592,5358,4.099,8.86e-10,0.000799295154,15,40580097,"cg20317748",15,40633124,-1,-53027
"561077","PLCB2",117577,5358,-3.609,3.89e-08,0.0350932071,15,40580097,"cg14076977",15,40600284,-1,-20187
"561078","PLCB2",117593,5358,5.494,1.23e-09,0.00110963097,15,40580097,"cg01987202",15,40633194,-1,-53097
"561110","PLCB2",117594,5358,4.591,7.7e-11,6.9464703e-05,15,40580097,"cg05059480",15,40633202,-1,-53105
"561462","PLCD3",154381,7190,5.024,1.09e-08,0.0098333151,17,43189007,"cg08351131",17,43242591,-1,-53584
"561463","PLCD3",154320,7190,-4.399,1.45e-10,0.000130810155,17,43189007,"cg24806326",17,43207588,-1,-18581
"562304","PLEK",197321,9395,-8.395,1.57e-08,0.0141635823,2,68592321,"cg13060970",2,68592349,1,28
"562804","PLEKHF1",179551,8374,-2.859,6.71e-10,0.000605335269,19,30156326,"cg05897963",19,30157918,1,1592
"562954","PLEKHG2",181775,8530,-2.57,1.52e-08,0.0137125128,19,39903749,"cg06075789",19,39894767,1,-8982
"562969","PLEKHG2",181774,8530,-3.665,1.9e-08,0.017140641,19,39903749,"cg14890578",19,39894764,1,-8985
"562971","PLEKHG2",181773,8530,-3.53,4.36e-08,0.0393332604,19,39903749,"cg13393476",19,39894666,1,-9083
"562997","PLEKHG2",181772,8530,-3.882,1.66e-08,0.0149755074,19,39903749,"cg13531596",19,39894559,1,-9190
"563226","PLEKHG6",77562,3596,-3.021,5.37e-08,0.0484448643,12,6419601,"cg27150896",12,6421667,1,2066
"563903","PLEKHN1",229,8,-7.656,7.54e-09,0.00680212806,1,901876,"cg24704476",1,956799,1,54923
"563904","PLEKHN1",147,8,3.999,8.05e-09,0.00726221895,1,901876,"cg22381068",1,906363,1,4487
"563905","PLEKHN1",232,8,-6.194,1.68e-08,0.0151559352,1,901876,"cg18272461",1,960761,1,58885
"563906","PLEKHN1",148,8,7.273,9.16e-09,0.00826359324,1,901876,"cg22481263",1,906493,1,4617
"563907","PLEKHN1",137,8,-7.673,1.37e-09,0.00123593043,1,901876,"cg12663811",1,901685,1,-191
"563908","PLEKHN1",152,8,5.628,1.41e-08,0.0127201599,1,901876,"cg16352072",1,910223,1,8347
"564033","PLIN2",350309,16066,-8.448,1.12e-08,0.0101039568,9,19115758,"cg03885527",9,19125654,-1,-9896
"564275","PLK4",263014,12726,4.315,1.63e-11,1.47048657e-05,4,128802015,"cg03385262",4,128890086,1,88071
"564292","PLLP",136204,6286,-4.014,3.69e-10,0.000332889291,16,57290008,"cg06706876",16,57317679,-1,-27671
"564303","PLLP",136206,6286,-3.075,3.68e-08,0.0331987152,16,57290008,"cg23713520",16,57318087,-1,-28079
"564308","PLLP",136174,6286,-3.399,4.76e-08,0.0429418164,16,57290008,"cg08293777",16,57218991,-1,71017
"564804","PLSCR3",146232,6692,-2.349,2.99e-08,0.0269739561,17,7293046,"cg00503321",17,7297230,-1,-4184
"565303","PLXNA1",244853,11879,-4.359,4.36e-10,0.000393332604,3,126707436,"cg00588027",3,126702817,1,-4619
"565304","PLXNA1",244854,11879,-4.873,4.63e-08,0.0417690357,3,126707436,"cg12666980",3,126703080,1,-4356
"566224","PMPCA",356156,16633,-2.263,1.12e-08,0.0101039568,9,139305024,"cg21253087",9,139290292,1,-14732
"566246","PMPCA",356205,16633,-2.143,2.93e-10,0.000264326727,9,139305024,"cg13855364",9,139336132,1,31108
"573274","POMC",192696,9191,-31.787,2.43e-09,0.00219219777,2,25383721,"cg04436772",2,25468781,-1,-85060
"573923","POR",322931,14954,-2.303,4.93e-08,0.0444754527,7,75544419,"cg19465268",7,75517941,1,-26478
"573928","POR",322926,14954,-16.301,2.23e-12,2.01176997e-06,7,75544419,"cg24721350",7,75511202,1,-33217
"573929","POR",322965,14954,-4.583,3.95e-11,3.56344905e-05,7,75544419,"cg16684958",7,75615977,1,71558
"573938","POR",322948,14954,-2.402,1.37e-08,0.0123593043,7,75544419,"cg27342333",7,75592418,1,47999
"573945","POR",322927,14954,-9.359,1.33e-13,1.19984487e-07,7,75544419,"cg13053914",7,75511260,1,-33159
"573951","POR",322942,14954,-3.361,7.69e-12,6.93744891e-06,7,75544419,"cg21200986",7,75546790,1,2371
"573979","POR",322958,14954,-6.058,1.99e-13,1.79525661e-07,7,75544419,"cg13915028",7,75613107,1,68688
"573981","POR",322952,14954,-11.211,3.84e-13,3.46421376e-07,7,75544419,"cg27154660",7,75599137,1,54718
"574792","PPAPDC1B",339483,15608,-1.495,2.88e-09,0.00259816032,8,38122257,"cg25405452",8,38125449,-1,-3192
"576531","PPL",131011,5983,-20.998,3.39e-10,0.000305825121,16,4932507,"cg12991522",16,4986661,-1,-54154
"576791","PPM1G",193323,9226,1.185,3.78e-08,0.0341008542,2,27604065,"cg05696406",2,27599888,-1,4177
"578892","PPP1R13L",183827,8690,3.409,1.38e-09,0.00124495182,19,45882891,"cg02360514",19,45975990,-1,-93099
"578895","PPP1R13L",183826,8690,3.808,1.3e-08,0.011727807,19,45882891,"cg17502434",19,45975859,-1,-92968
"578900","PPP1R13L",183830,8690,4.272,6.32e-09,0.00570151848,19,45882891,"cg11237948",19,45976488,-1,-93597
"578906","PPP1R13L",183742,8690,2.694,5.05e-09,0.00455580195,19,45882891,"cg07517893",19,45889164,-1,-6273
"578911","PPP1R13L",183743,8690,3.096,4.91e-08,0.0442950249,19,45882891,"cg17380238",19,45889464,-1,-6573
"578915","PPP1R13L",183829,8690,2.885,3.47e-08,0.0313042233,19,45882891,"cg12542255",19,45976195,-1,-93304
"579741","PPP1R16B",219466,10489,-6.566,4.63e-10,0.000417690357,20,37434347,"cg16119522",20,37433745,1,-602
"579749","PPP1R16B",219469,10489,-4.232,1.55e-08,0.0139831545,20,37434347,"cg15821319",20,37434158,1,-189
"579754","PPP1R16B",219467,10489,-6.663,1.29e-09,0.00116375931,20,37434347,"cg26680502",20,37433765,1,-582
"579756","PPP1R16B",219468,10489,-4.745,1.72e-08,0.0155167908,20,37434347,"cg27377213",20,37433803,1,-544
"579835","PPP1R3B",335996,15455,-8.308,2.67e-08,0.0240871113,8,8993763,"cg26628496",8,8998853,-1,-5090
"579836","PPP1R3B",335997,15455,-3.377,1.76e-09,0.00158776464,8,8993763,"cg20400248",8,9005257,-1,-11494
"579839","PPP1R3C",45433,2196,-4.324,3.71e-08,0.0334693569,10,93388196,"cg08447992",10,93389086,-1,-890
"579840","PPP1R3C",45434,2196,-3.973,1.17e-08,0.0105550263,10,93388196,"cg18354248",10,93390311,-1,-2115
"579841","PPP1R3C",45435,2196,-3.698,8.56e-09,0.00772230984,10,93388196,"cg24288527",10,93390347,-1,-2151
"579842","PPP1R3C",45436,2196,-3.72,6.31e-09,0.00569249709,10,93388196,"cg14037652",10,93390387,-1,-2191
"580168","PPP1R9A",324409,15025,-4.67,5.99e-09,0.00540381261,7,94536948,"cg13103485",7,94536651,1,-297
"583390","PRCC",24519,1215,1.018,6.36e-10,0.000573760404,1,156737273,"cg06355129",1,156646293,1,-90980
"584050","PRDM4",88527,4285,-1.333,2.07e-08,0.0186742773,12,108126642,"cg07128624",12,108153566,-1,-26924
"584592","PRDX3",49839,2394,-2.642,2.68e-12,2.41773252e-06,10,120927210,"cg09872523",10,121001024,-1,-73814
"585734","PRKAB2",21734,986,-2.531,1.27e-08,0.0114571653,1,146626684,"cg00030476",1,146642035,-1,-15351
"586590","PRKCA",158362,7395,-3.486,8.35e-11,7.53286065e-05,17,64298925,"cg15519474",17,64300902,1,1977
"588036","PRMT6",19353,833,-4.884,8.23e-09,0.00742460397,1,107599266,"cg14828511",1,107599125,1,-141
"588037","PRMT6",19354,833,-6.382,3.08e-10,0.000277858812,1,107599266,"cg14671364",1,107599128,1,-138
"588038","PRMT6",19355,833,-6.276,4.33e-08,0.0390626187,1,107599266,"cg09367891",1,107599246,1,-20
"588044","PRMT6",19361,833,-3.257,1.72e-09,0.00155167908,1,107599266,"cg15468180",1,107600409,1,1143
"588380","PROCR",218699,10443,-4.094,8.25e-12,7.44264675e-06,20,33759739,"cg26806924",20,33760017,1,278
"588381","PROCR",218697,10443,-3.406,1.33e-08,0.0119984487,20,33759739,"cg24941681",20,33759921,1,182
"588384","PROCR",218698,10443,-3.18,9.61e-09,0.00866955579,20,33759739,"cg06605158",20,33759940,1,201
"588385","PROCR",218695,10443,-3.091,1.32e-08,0.0119082348,20,33759739,"cg27278017",20,33759645,1,-94
"588646","PROSC",339323,15597,-2.211,2.61e-08,0.0235458279,8,37620100,"cg01751917",8,37658571,1,38471
"589244","PRPF40B",81762,3892,4.286,6.47e-09,0.00583683933,12,50017402,"cg09239106",12,49937997,1,-79405
"589246","PRPF40B",81761,3892,2.24,5.25e-08,0.0473622975,12,50017402,"cg08876130",12,49937852,1,-79550
"589255","PRPF40B",81763,3892,4.621,2.53e-10,0.000228241167,12,50017402,"cg25738529",12,49938018,1,-79384
"590047","PRR12",185651,8825,-1.35,2.21e-08,0.0199372719,19,50094911,"cg19340420",19,50037079,1,-57832
"593988","PRSS41",129843,5928,-5.947,2.21e-08,0.0199372719,16,2848485,"cg08104780",16,2848117,1,-368
"594373","PRSS54",136521,6303,2.324,4.9e-30,4.4204811e-24,16,58313900,"cg08823219",16,58284073,-1,29827
"594375","PRSS54",136520,6303,2.143,1.41e-28,1.27201599e-22,16,58313900,"cg15272690",16,58284024,-1,29876
"594445","PRSS8",134391,6197,-3.496,4.33e-08,0.0390626187,16,31142753,"cg08549216",16,31142523,-1,230
"600265","PSORS1C2",293151,13943,-4.857,1.8e-08,0.016238502,6,31105310,"cg06136702",6,31082631,-1,22679
"600566","PSTPIP1",123262,5671,-6.993,7.74e-13,6.98255586e-07,15,77287464,"cg06613515",15,77287656,1,192
"600570","PSTPIP1",123259,5671,-8.556,3.07e-10,0.000276956673,15,77287464,"cg26227523",15,77287243,1,-221
"602105","PTGFRN",21064,938,-3.504,9.04e-10,0.000815533656,1,117452544,"cg15891991",1,117396695,1,-55849
"602435","PTK6",223031,10669,-3.44,1.87e-12,1.68699993e-06,20,62159775,"cg13520525",20,62168463,-1,-8688
"602496","PTK6",223028,10669,-3.542,1.38e-08,0.0124495182,20,62159775,"cg23342691",20,62165721,-1,-5946
"602522","PTK6",223032,10669,-3.423,1.37e-09,0.00123593043,20,62159775,"cg21484834",20,62168579,-1,-8804
"602554","PTK7",300841,14147,-4.213,1.87e-08,0.0168699993,6,43044005,"cg25033767",6,43044876,1,871
"602555","PTK7",300842,14147,-3.975,1.12e-08,0.0101039568,6,43044005,"cg20819617",6,43045052,1,1047
"602556","PTK7",300839,14147,-4.81,1.68e-08,0.0151559352,6,43044005,"cg09332655",6,43044537,1,532
